1.000000e+08 1.500442e-07 5.808164e-01
1.204504e+08 1.048856e-07 5.815744e-01
1.450829e+08 7.332063e-08 5.823773e-01
1.747528e+08 5.126582e-08 5.832276e-01
2.104904e+08 3.584848e-08 5.841277e-01
2.535364e+08 2.511613e-08 5.850809e-01
3.053856e+08 1.766049e-08 5.860934e-01
3.678380e+08 1.235546e-08 5.871688e-01
4.430621e+08 8.604125e-09 5.883028e-01
5.336699e+08 6.023213e-09 5.894996e-01
6.428073e+08 4.224113e-09 5.907675e-01
7.742637e+08 2.961048e-09 5.921110e-01
9.326033e+08 2.075274e-09 5.935339e-01
1.123324e+09 1.454536e-09 5.950407e-01
1.353048e+09 1.019507e-09 5.966359e-01
1.629751e+09 7.147447e-10 5.983250e-01
1.963041e+09 5.012242e-10 6.001137e-01
2.364489e+09 3.515575e-10 6.020084e-01
2.848036e+09 2.466202e-10 6.040155e-01
3.430469e+09 1.730570e-10 6.061421e-01
4.132012e+09 1.214637e-10 6.083960e-01
4.977024e+09 8.526810e-11 6.107853e-01
5.994843e+09 5.986994e-11 6.133187e-01
7.220809e+09 4.204595e-11 6.160055e-01
8.697490e+09 2.953222e-11 6.188558e-01
1.047616e+10 2.075124e-11 6.218806e-01
1.261857e+10 1.458445e-11 6.250920e-01
1.519911e+10 1.025159e-11 6.285025e-01
1.830738e+10 7.207530e-12 6.321256e-01
2.205131e+10 5.068495e-12 6.359761e-01
2.656088e+10 3.565143e-12 6.400700e-01
3.199267e+10 2.508160e-12 6.444246e-01
3.853529e+10 1.764948e-12 6.490586e-01
4.641589e+10 1.242203e-12 6.539923e-01
5.590810e+10 8.744663e-13 6.592475e-01
6.734151e+10 6.157097e-13 6.648482e-01
8.111308e+10 4.335994e-13 6.708201e-01
9.770100e+10 3.054059e-13 6.771915e-01
1.176812e+11 2.151474e-13 6.839929e-01
1.417474e+11 1.515857e-13 6.912577e-01
1.707353e+11 1.068170e-13 6.990222e-01
2.056512e+11 7.528017e-14 7.073261e-01
2.477076e+11 5.305779e-14 7.162128e-01
2.983647e+11 3.739970e-14 7.257295e-01
3.593814e+11 2.636299e-14 7.359282e-01
4.328761e+11 1.858354e-14 7.468658e-01
5.214008e+11 1.309973e-14 7.586045e-01
6.280291e+11 9.233962e-15 7.712130e-01
7.564633e+11 6.508225e-15 7.847663e-01
9.111628e+11 4.586474e-15 7.993473e-01
1.097499e+12 3.231268e-15 8.150478e-01
1.321941e+12 2.276055e-15 8.319682e-01
1.592283e+12 1.602861e-15 8.502201e-01
1.917910e+12 1.128206e-15 8.699257e-01
2.310130e+12 7.937562e-16 8.912235e-01
2.782559e+12 5.581394e-16 9.142634e-01
3.351603e+12 3.921533e-16 9.392121e-01
4.037017e+12 2.753379e-16 9.662616e-01
4.862602e+12 1.931611e-16 9.956137e-01
5.857021e+12 1.352833e-16 1.027505e+00
7.054802e+12 9.471285e-17 1.062198e+00
8.497534e+12 6.613722e-17 1.099971e+00
1.023531e+13 4.615845e-17 1.141168e+00
1.232847e+13 3.212365e-17 1.186130e+00
1.484968e+13 2.232893e-17 1.235304e+00
1.788650e+13 1.545408e-17 1.289092e+00
2.154435e+13 1.069223e-17 1.348093e+00
2.595024e+13 7.351698e-18 1.412825e+00
3.125716e+13 5.054015e-18 1.484001e+00
3.764936e+13 3.445531e-18 1.562373e+00
4.534879e+13 2.347201e-18 1.648686e+00
5.462277e+13 1.586418e-18 1.744234e+00
6.579332e+13 1.064156e-18 1.849632e+00
7.924829e+13 7.127019e-19 1.966607e+00
9.545485e+13 4.704033e-19 2.096513e+00
1.149757e+14 3.096905e-19 2.240486e+00
1.384886e+14 1.919948e-19 2.402699e+00
1.668101e+14 1.321247e-19 2.580393e+00
2.009233e+14 8.139497e-20 2.780876e+00
2.420128e+14 5.107328e-20 3.005776e+00
2.915053e+14 3.119060e-20 3.258357e+00
3.511192e+14 1.876528e-20 3.547199e+00
4.229243e+14 1.089450e-20 3.867250e+00
5.094138e+14 6.283624e-21 4.224080e+00
6.135907e+14 3.518936e-21 4.630462e+00
7.390722e+14 1.899500e-21 5.092068e+00
8.902151e+14 9.907473e-22 5.618425e+00
1.072267e+15 4.918547e-22 6.220271e+00
1.291550e+15 2.312709e-22 6.905489e+00
1.555676e+15 1.038491e-22 7.696746e+00
1.873817e+15 4.318130e-23 8.604991e+00
2.257020e+15 1.679865e-23 9.622527e+00
2.718588e+15 5.958849e-24 1.081796e+01
3.274549e+15 1.903815e-24 1.219914e+01
3.944206e+15 5.447430e-25 1.378877e+01
4.750810e+15 1.353132e-25 1.565086e+01
5.722368e+15 2.830266e-26 1.782027e+01
6.892612e+15 4.963775e-27 2.036560e+01
8.302176e+15 7.176805e-28 2.331681e+01
1.000000e+16 7.838489e-29 2.684839e+01
